"Cena";"Waluta";"Cena.w.PLN";"KM";"kW";"Marka";"Model";"Wersja";"Liczba.drzwi";"Pojemnosc.skokowa";"Przebieg.w.km";"Rodzaj.paliwa";"Rok.produkcji";"Kolor";"Kraj.aktualnej.rejestracji";"Kraj.pochodzenia";"Skrzynia.biegow"
4500;"EUR";19875,6;109;80;"Ford";"Focus";"Mk2";"4/5";NA;143000;"olej napedowy (diesel)";2005;"niebieski-metallic";"";"";"manualna"
57900;"PLN";57900;140;103;"Ford";"S-Max";"";"4/5";2000;125000;"olej napedowy (diesel)";2008;"zloty-metallic";"";"";"manualna"
11999;"PLN";11999;131;96;"Ford";"Mondeo";"Mk3";"4/5";1995;160000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"manualna"
3600;"PLN";3600;NA;NA;"Renault";"Megane";"I";"4/5";1870;NA;"olej napedowy (diesel)";2001;"szary";"";"Wielka Brytania";"manualna"
49900;"CZK";8537,89;98;72;"Renault";"Scenic";"";"4/5";1870;164384;"olej napedowy (diesel)";1998;"";"";"";"manualna"
8950;"PLN";8950;NA;NA;"Ford";"Explorer";"";"4/5";4000;250000;"benzyna+LPG";1996;"zielony-metallic";"Polska";"";"automatyczna"
34900;"PLN";34900;100;74;"Ford";"Focus";"Mk2";"4/5";1600;84000;"benzyna";2008;"srebrny-metallic";"Polska";"Polska";"manualna"
26000;"PLN";26000;100;74;"Ford";"Focus";"Mk2";"4/5";1600;1e+05;"benzyna";2009;"zielony-metallic";"";"Polska";"manualna"
23900;"PLN";23900;125;92;"Opel";"Signum";"";"4/5";2171;243000;"olej napedowy (diesel)";2004;"czarny-metallic";"Polska";"Szwajcaria";"automatyczna"
9900;"PLN";9900;110;81;"Renault";"Laguna";"II";"4/5";1598;140000;"benzyna";2001;"granatowy-metallic";"";"Niemcy";"manualna"
4900;"PLN";4900;90;66;"Ford";"Mondeo";"Mk2";"4/5";1753;240000;"olej napedowy (diesel)";2000;"";"";"";"manualna"
7900;"PLN";7900;90;66;"Ford";"Focus";"Mk1";"4/5";1753;NA;"olej napedowy (diesel)";1999;"granatowy-metallic";"Polska";"Niemcy";"manualna"
25300;"PLN";25300;109;80;"Ford";"Focus";"Mk2";"4/5";1560;116000;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"";"manualna"
519900;"CZK";88954,89;110;81;"Renault";"Megane";"";"2/3";1600;NA;"benzyna";2011;"";"";"Czechy";""
2499;"PLN";2499;NA;NA;"Opel";"Vectra";"A";"4/5";1600;NA;"benzyna+LPG";1993;"bordowy-metallic";"Polska";"";"manualna"
46500;"PLN";46500;100;74;"Renault";"Megane";"III";"4/5";1598;NA;"benzyna";2011;"niebieski";"";"";"manualna"
1599;"PLN";1599;115;85;"Ford";"Mondeo";"Mk2";"4/5";1795;NA;"benzyna";1996;"zielony";"Polska";"Francja";"manualna"
48900;"PLN";48900;140;103;"Renault";"Laguna";"III";"";1997;57000;"benzyna";2009;"bezowy";"Polska";"Polska";""
21900;"PLN";21900;NA;NA;"Opel";"Vectra";"C";"4/5";3000;NA;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"automatyczna"
1499;"PLN";1499;116;85;"Ford";"Mondeo";"Mk1";"4/5";1796;229000;"benzyna";1993;"";"Polska";"Niemcy";"manualna"
134500;"PLN";134500;315;232;"Ford";"Mustang";"";"2/3";4606;17787;"benzyna";2010;"czarny-metallic";"";"";"automatyczna"
12900;"PLN";12900;79;58;"Opel";"Corsa";"C";"4/5";973;151000;"benzyna";2002;"wilniowy-metallic";"Polska";"Polska";"manualna"
23900;"PLN";23900;130;96;"Renault";"Grand Scenic";"";"4/5";1870;70000;"olej napedowy (diesel)";2009;"grafitowy-metallic";"";"";"manualna"
4600;"PLN";4600;60;44;"Opel";"Corsa";"B";"4/5";1389;151000;"benzyna";1995;"fioletowy-metallic";"";"";"manualna"
79900;"PLN";79900;110;81;"Opel";"Astra";"IV";"4/5";1686;NA;"olej napedowy (diesel)";2011;"grafitowy-metallic";"";"";"manualna"
4900;"PLN";4900;NA;NA;"Ford";"Fiesta";"Mk4";"4/5";1300;114000;"benzyna";1999;"niebieski";"";"";"manualna"
11800;"PLN";11800;68;50;"Renault";"Clio";"II";"2/3";1500;113000;"olej napedowy (diesel)";2007;"bialy";"Polska";"Polska";"manualna"
7500;"PLN";7500;115;85;"Renault";"Scenic";"I";"4/5";2000;218000;"benzyna+LPG";1998;"niebieski-metallic";"Polska";"Niemcy";"automatyczna"
34000;"CZK";5817,4;90;66;"Renault";"Megane";"";"4/5";1598;150600;"benzyna";1998;"czerwony-metallic";"";"Niemcy";"manualna"
1900;"PLN";1900;54;40;"Renault";"Twingo";"";"2/3";1239;180000;"benzyna";1994;"";"Polska";"Niemcy";"manualna"
64900;"PLN";64900;160;118;"Opel";"Insignia";"";"4/5";1956;29000;"olej napedowy (diesel)";2009;"szary-metallic";"Polska";"";"automatyczna"
31900;"PLN";31900;60;44;"Ford";"Fiesta";"";"4/5";1242;43000;"benzyna";2009;"niebieski";"Polska";"Polska";"manualna"
49000;"CZK";8383,9;82;60;"Opel";"Astra";"";"4/5";1995;129500;"olej napedowy (diesel)";2000;"";"";"Niemcy";"automatyczna"
9900;"PLN";9900;115;85;"Ford";"Focus";"Mk1";"4/5";1800;188000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"";"manualna"
12000;"PLN";12000;106;78;"Renault";"Scenic";"I";"4/5";1600;NA;"benzyna";2000;"zielony-metallic";"";"";"manualna"
15900;"PLN";15900;140;103;"Ford";"Mondeo";"Mk3";"4/5";2000;148000;"benzyna";2001;"srebrny-metallic";"Polska";"Niemcy";"automatyczna"
16000;"PLN";16000;125;92;"Renault";"Laguna";"II FL";"4/5";1900;138000;"olej napedowy (diesel)";2006;"srebrny";"";"";"manualna"
5700;"PLN";5700;NA;NA;"Opel";"Omega";"B";"4/5";2500;247000;"olej napedowy (diesel)";1996;"zielony-metallic";"Polska";"Niemcy";"manualna"
11900;"PLN";11900;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;189000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"Holandia";"manualna"
12800;"PLN";12800;100;74;"Ford";"Focus";"Mk1";"4/5";1753;130000;"olej napedowy (diesel)";2003;"bordowy-metallic";"Polska";"";"manualna"
24900;"PLN";24900;130;96;"Ford";"Mondeo";"Mk3";"4/5";2000;NA;"olej napedowy (diesel)";2005;"srebrny-metallic";"Polska";"";"automatyczna"
6800;"PLN";6800;NA;NA;"Renault";"Thalia";"";"4/5";1400;60000;"benzyna";2003;"srebrny-metallic";"Polska";"Polska";"manualna"
17900;"PLN";17900;120;88;"Renault";"Grand Scenic";"";"4/5";1900;185412;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"Niemcy";"manualna"
4490;"PLN";4490;107;79;"Renault";"Espace";"II";"4/5";2165;257000;"benzyna+LPG";1994;"zielony-metallic";"Polska";"Polska";"manualna"
13900;"PLN";13900;80;59;"Renault";"Megane";"II";"4/5";1461;18900;"olej napedowy (diesel)";2003;"granatowy-metallic";"";"Holandia";"manualna"
11900;"PLN";11900;100;74;"Opel";"Astra";"II";"4/5";1598;NA;"benzyna";2000;"niebieski-metallic";"";"Niemcy";"manualna"
16900;"PLN";16900;110;81;"Renault";"Megane";"II";"4/5";1598;113000;"benzyna";2006;"granatowy-metallic";"";"Niemcy";"manualna"
23900;"PLN";23900;NA;NA;"Opel";"Corsa";"D";"2/3";1300;109000;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"Niemcy";"manualna"
14900;"PLN";14900;60;44;"Renault";"Clio";"III";"2/3";1149;60200;"benzyna";2007;"bialy";"";"Polska";"manualna"
2200;"EUR";9716,96;NA;NA;"Opel";"Vectra";"B";"4/5";2000;NA;"olej napedowy (diesel)";2001;"";"";"";"manualna"
19900;"PLN";19900;125;92;"Opel";"Vectra";"C";"4/5";2171;197000;"olej napedowy (diesel)";2003;"";"Polska";"";"manualna"
2000;"PLN";2000;136;100;"Opel";"Omega";"B";"4/5";2000;318000;"benzyna+LPG";1994;"srebrny-metallic";"Polska";"Niemcy";"manualna"
26000;"PLN";26000;90;66;"Opel";"Corsa";"D";"4/5";1248;96000;"olej napedowy (diesel)";2007;"fioletowy-metallic";"Polska";"Niemcy";"manualna"
17900;"PLN";17900;90;66;"Opel";"Corsa";"D";"4/5";1300;93301;"";2008;"czarny-metallic";"";"";"manualna"
156000;"CZK";26691,6;116;85;"Ford";"Galaxy";"";"4/5";1896;185258;"olej napedowy (diesel)";2002;"czarny";"";"Niemcy";"manualna"
34900;"PLN";34900;96;71;"Ford";"Fiesta";"";"4/5";1400;2000;"benzyna";2009;"srebrny-metallic";"Polska";"";"automatyczna"
28400;"PLN";28400;NA;NA;"Ford";"Focus";"Mk2";"4/5";1596;29000;"olej napedowy (diesel)";2008;"grafitowy-metallic";"";"Austria";""
36300;"PLN";36300;115;85;"Ford";"Focus";"Mk2";"4/5";1753;54800;"olej napedowy (diesel)";2009;"srebrny-metallic";"";"Francja";"manualna"
127000;"CZK";21729,7;76;56;"Renault";"Twingo";"";"2/3";1149;29513;"benzyna";2009;"";"";"Francja";""
12000;"PLN";12000;136;100;"Opel";"Frontera";"A";"4/5";2200;219000;"benzyna";1998;"szary";"";"";"manualna"
12000;"PLN";12000;145;107;"Ford";"Mondeo";"Mk3";"4/5";1988;180000;"benzyna";2001;"szary-metallic";"Polska";"Polska";"manualna"
8950;"PLN";8950;58;43;"Opel";"Corsa";"C";"2/3";973;150000;"benzyna";2001;"srebrny-metallic";"Polska";"Niemcy";"manualna"
6700;"PLN";6700;90;66;"Ford";"Mondeo";"Mk2";"4/5";1800;179000;"olej napedowy (diesel)";1998;"granatowy-metallic";"Polska";"Niemcy";"manualna"
18700;"PLN";18700;80;59;"Renault";"Megane";"II";"4/5";1500;157000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"Polska";"Polska";"manualna"
157000;"CZK";26862,7;150;110;"Renault";"Espace";"";"4/5";2198;131000;"olej napedowy (diesel)";2003;"niebieski-metallic";"";"Belgia";"manualna"
12500;"PLN";12500;NA;NA;"Renault";"Grand Espace";"";"4/5";2000;198000;"olej napedowy (diesel)";2000;"grafitowy-metallic";"";"";"manualna"
2500;"PLN";2500;115;85;"Ford";"Mondeo";"Mk2";"4/5";1795;190000;"benzyna";1999;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
2500;"PLN";2500;NA;NA;"Ford";"Mondeo";"Mk2";"4/5";1800;NA;"olej napedowy (diesel)";1998;"zielony";"";"Wielka Brytania";"manualna"
9000;"CZK";1539,9;131;96;"Opel";"Omega";"";"4/5";2450;185000;"olej napedowy (diesel)";1997;"srebrny";"Czechy";"Czechy";"manualna"
30900;"PLN";30900;109;80;"Ford";"Focus";"Mk2";"4/5";1560;132000;"olej napedowy (diesel)";2008;"niebieski";"Polska";"Polska";"manualna"
7400;"PLN";7400;90;66;"Renault";"Scenic";"I";"4/5";1600;149000;"benzyna";1997;"srebrny-metallic";"Polska";"";"manualna"
53300;"PLN";53300;115;85;"Opel";"Astra";"III";"4/5";1598;NA;"benzyna";2011;"szary-metallic";"";"";"manualna"
235000;"CZK";40208,5;145;107;"Ford";"Focus C-Max";"";"4/5";1999;83675;"benzyna";2007;"czarny-metallic";"";"Niemcy";"manualna"
13900;"PLN";13900;100;74;"Opel";"Zafira";"A";"4/5";1995;NA;"olej napedowy (diesel)";2001;"";"";"";"manualna"
15199;"PLN";15199;90;66;"Ford";"Focus";"Mk1";"4/5";1753;165000;"olej napedowy (diesel)";2004;"";"Polska";"Polska";"manualna"
11400;"PLN";11400;90;66;"Ford";"Focus";"Mk1";"4/5";1800;188000;"olej napedowy (diesel)";2000;"zielony-metallic";"Polska";"Niemcy";"manualna"
2800;"PLN";2800;130;96;"Ford";"Cougar";"";"2/3";1988;NA;"benzyna";2000;"czarny";"Wielka Brytania";"";"manualna"
13200;"PLN";13200;120;88;"Renault";"Laguna";"II";"4/5";1870;149500;"olej napedowy (diesel)";2002;"niebieski";"";"Wlochy";"manualna"
30900;"PLN";30900;105;77;"Renault";"Megane";"II";"4/5";1461;70400;"olej napedowy (diesel)";2007;"grafitowy-metallic";"";"Polska";"manualna"
49800;"PLN";49800;140;103;"Ford";"Galaxy";"Mk3";"4/5";1997;149000;"olej napedowy (diesel)";2007;"grafitowy-metallic";"Polska";"";"manualna"
13900;"PLN";13900;80;59;"Renault";"Thalia";"";"4/5";1461;89000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"Polska";"Polska";"manualna"
13900;"PLN";13900;80;59;"Renault";"Thalia";"";"4/5";1500;151000;"olej napedowy (diesel)";2005;"bialy";"Polska";"Polska";"manualna"
16900;"PLN";16900;120;88;"Renault";"Scenic";"II";"4/5";1870;NA;"olej napedowy (diesel)";2004;"";"Polska";"";"manualna"
25900;"PLN";25900;113;83;"Renault";"Scenic";"II";"4/5";1600;117;"benzyna+LPG";2005;"czarny-metallic";"Polska";"Niemcy";"manualna"
2750;"PLN";2750;100;74;"Opel";"Vectra";"B";"4/5";1598;180000;"benzyna";1996;"zielony-metallic";"";"";"manualna"
3300;"PLN";3300;82;60;"Opel";"Vectra";"B";"4/5";1994;NA;"olej napedowy (diesel)";1997;"niebieski";"";"Wielka Brytania";"manualna"
43900;"PLN";43900;212;156;"Ford";"Mustang";"";"2/3";4000;65000;"benzyna+LPG";2006;"";"Polska";"Stany Zjednoczone";"automatyczna"
22600;"PLN";22600;90;66;"Ford";"Focus";"Mk2";"4/5";1560;183000;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"Niemcy";"manualna"
23900;"PLN";23900;150;110;"Opel";"Astra";"III";"4/5";1910;175000;"olej napedowy (diesel)";2005;"czarny-metallic";"Polska";"Niemcy";"manualna"
28900;"PLN";28900;140;103;"Opel";"Vectra";"C";"4/5";1796;80000;"benzyna";2006;"zielony-metallic";"";"Niemcy";"manualna"
10900;"PLN";10900;101;74;"Opel";"Zafira";"A";"4/5";1600;166000;"benzyna";1999;"czarny-metallic";"";"Francja";"manualna"
5100;"EUR";22525,68;109;80;"Ford";"Focus";"Mk2";"4/5";NA;142000;"olej napedowy (diesel)";2006;"niebieski-metallic";"";"";"manualna"
45000;"CZK";7699,5;107;79;"Renault";"Laguna";"";"4/5";1598;107381;"benzyna";2000;"niebieski-metallic";"";"Francja";"manualna"
2400;"PLN";2400;NA;NA;"Renault";"Twingo";"";"2/3";1300;NA;"benzyna";1994;"zielony";"Polska";"";"manualna"
7900;"PLN";7900;105;77;"Renault";"Megane";"II";"4/5";1870;178800;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"Niemcy";"manualna"
11500;"PLN";11500;125;92;"Opel";"Vectra";"B";"4/5";2171;180189;"olej napedowy (diesel)";2001;"niebieski-metallic";"Szwajcaria";"Szwajcaria";"manualna"
12900;"PLN";12900;120;88;"Renault";"Laguna";"II";"4/5";1900;160000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"";"manualna"
17000;"PLN";17000;NA;NA;"Renault";"Twingo";"";"2/3";1200;19;"benzyna";2009;"czarny-metallic";"Niemcy";"Niemcy";"manualna"
17900;"PLN";17900;75;55;"Renault";"Thalia";"";"4/5";1149;74500;"benzyna";2007;"srebrny-metallic";"Polska";"Polska";"manualna"
14999;"PLN";14999;101;74;"Opel";"Zafira";"A";"4/5";2000;176000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Belgia";"manualna"
48000;"CZK";8212,8;68;50;"Opel";"Astra";"";"4/5";1700;165000;"olej napedowy (diesel)";1998;"wilniowy-metallic";"";"";"manualna"
9900;"PLN";9900;98;72;"Renault";"Clio";"II";"4/5";1390;NA;"benzyna";2002;"szary-metallic";"";"Francja";"manualna"
59900;"PLN";59900;115;85;"Renault";"Trafic";"";"4/5";2000;127000;"olej napedowy (diesel)";2010;"zolty";"";"";"manualna"
145833;"CZK";24952,0263;106;78;"Renault";"Megane";"";"";1461;110000;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"Czechy";"manualna"
95000;"CZK";16254,5;101;74;"Ford";"Focus";"";"4/5";1596;125201;"benzyna";2004;"srebrny-metallic";"";"Wlochy";"manualna"
12000;"PLN";12000;75;55;"Opel";"Meriva";"";"4/5";1700;115000;"olej napedowy (diesel)";2005;"bialy";"";"Francja";"manualna"
29900;"PLN";29900;115;85;"Opel";"Corsa";"D";"2/3";1300;133000;"olej napedowy (diesel)";2007;"czarny-metallic";"Polska";"Niemcy";"manualna"
8500;"PLN";8500;80;59;"Renault";"Megane";"I";"4/5";1870;192000;"olej napedowy (diesel)";2001;"granatowy";"Polska";"Polska";"manualna"
13900;"PLN";13900;60;44;"Opel";"Corsa";"C";"2/3";1000;117000;"benzyna";2003;"grafitowy-metallic";"";"";"manualna"
16800;"PLN";16800;86;63;"Ford";"Transit";"";"4/5";1998;208100;"olej napedowy (diesel)";2004;"bialy";"";"";"manualna"
18500;"PLN";18500;NA;NA;"Renault";"Scenic";"II";"4/5";NA;191000;"olej napedowy (diesel)";2004;"czarny-metallic";"";"Niemcy";"manualna"
14500;"PLN";14500;NA;NA;"Ford";"Focus C-Max";"";"4/5";1800;46000;"olej napedowy (diesel)";2005;"czerwony-metallic";"Francja";"Francja";"manualna"
2500;"PLN";2500;90;66;"Ford";"Escort";"Mk7";"4/5";1597;NA;"benzyna";1996;"niebieski-metallic";"Polska";"Niemcy";"manualna"
16900;"PLN";16900;110;81;"Renault";"Scenic";"I";"4/5";1900;NA;"";2001;"czarny-metallic";"Polska";"Francja";""
9900;"PLN";9900;68;50;"Renault";"Clio";"III";"4/5";1461;42000;"olej napedowy (diesel)";2006;"srebrny-metallic";"Francja";"Francja";"manualna"
69700;"PLN";69700;95;70;"Ford";"Focus";"Mk3";"4/5";1560;10384;"olej napedowy (diesel)";2011;"czarny-metallic";"Polska";"Polska";"manualna"
249000;"CZK";42603,9;299;220;"Ford";"inny";"";"2/3";6390;NA;"benzyna";1964;"niebieski";"";"Stany Zjednoczone";"automatyczna"
1200;"PLN";1200;NA;NA;"Ford";"Mondeo";"Mk1";"4/5";1600;NA;"benzyna";1995;"granatowy";"Polska";"";"manualna"
22900;"PLN";22900;98;72;"Renault";"Megane";"II";"4/5";1400;NA;"benzyna";2006;"grafitowy-metallic";"Polska";"Polska";"manualna"
8900;"PLN";8900;130;96;"Opel";"Omega";"B FL";"4/5";2497;250000;"olej napedowy (diesel)";1999;"srebrny-metallic";"Polska";"Niemcy";"manualna"
34900;"PLN";34900;184;135;"Opel";"Signum";"";"4/5";2958;105269;"olej napedowy (diesel)";2006;"czarny";"Polska";"Niemcy";"automatyczna"
16400;"PLN";16400;115;85;"Renault";"Scenic";"II";"4/5";1900;179000;"olej napedowy (diesel)";2004;"szary-metallic";"Polska";"Francja";"manualna"
84900;"CZK";14526,39;102;75;"Renault";"Scenic";"";"4/5";1870;135290;"olej napedowy (diesel)";2001;"niebieski-metallic";"";"Niemcy";""
35900;"PLN";35900;150;110;"Opel";"Vectra";"C";"4/5";1910;108000;"olej napedowy (diesel)";2007;"";"Polska";"Polska";"manualna"
5000;"PLN";5000;140;103;"Opel";"Omega";"B";"4/5";1998;NA;"benzyna+LPG";1996;"zielony";"Polska";"Holandia";"manualna"
16900;"PLN";16900;150;110;"Renault";"Espace";"IV";"4/5";2188;203000;"olej napedowy (diesel)";2003;"srebrny-metallic";"Polska";"Polska";"manualna"
23900;"PLN";23900;80;59;"Opel";"Astra";"III";"4/5";1686;178000;"olej napedowy (diesel)";2005;"";"Polska";"";"manualna"
13990;"PLN";13990;NA;NA;"Ford";"Mondeo";"Mk3";"4/5";2000;189000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"";"manualna"
58999;"CZK";10094,7289;107;79;"Renault";"Megane";"";"4/5";1596;107000;"benzyna";2001;"niebieski-metallic";"";"";"manualna"
14900;"PLN";14900;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;227000;"olej napedowy (diesel)";2002;"granatowy-metallic";"";"";"manualna"
16000;"PLN";16000;120;88;"Renault";"Megane";"II";"4/5";1900;155000;"olej napedowy (diesel)";2002;"";"";"Niemcy";"manualna"
99800;"PLN";99800;160;118;"Opel";"Insignia";"";"4/5";1956;NA;"olej napedowy (diesel)";2011;"czarny-metallic";"";"";"manualna"
29900;"PLN";29900;NA;NA;"Ford";"Focus C-Max";"";"4/5";1600;84000;"olej napedowy (diesel)";2007;"niebieski-metallic";"";"";""
9600;"PLN";9600;90;66;"Ford";"Focus";"Mk1";"4/5";1753;NA;"olej napedowy (diesel)";2002;"";"Polska";"";"manualna"
19500;"PLN";19500;105;77;"Opel";"Astra";"II";"4/5";1600;147000;"benzyna";2006;"srebrny-metallic";"Polska";"Polska";"manualna"
7000;"PLN";7000;115;85;"Ford";"Mondeo";"Mk2";"4/5";1796;146000;"benzyna+LPG";1999;"";"Polska";"Polska";"manualna"
36900;"PLN";36900;NA;NA;"Renault";"Kangoo";"II";"";1500;45000;"olej napedowy (diesel)";2009;"";"";"Polska";""
13999;"PLN";13999;101;74;"Opel";"Zafira";"A";"4/5";NA;197700;"olej napedowy (diesel)";2000;"srebrny-metallic";"";"";"manualna"
22900;"PLN";22900;105;77;"Opel";"Astra";"III";"4/5";1600;147000;"benzyna";2004;"niebieski-metallic";"Niemcy";"Niemcy";"manualna"
18999;"PLN";18999;NA;NA;"Ford";"Galaxy";"Mk2";"4/5";1900;155000;"olej napedowy (diesel)";2001;"";"Polska";"";"manualna"
1200;"PLN";1200;90;66;"Ford";"Escort";"Mk7";"4/5";NA;110000;"benzyna";1996;"granatowy-metallic";"";"";"manualna"
29900;"PLN";29900;90;66;"Opel";"Astra";"III";"4/5";1248;98000;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"";"manualna"
28500;"PLN";28500;110;81;"Opel";"Astra";"III";"4/5";1686;123000;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"Polska";"manualna"
14900;"PLN";14900;NA;NA;"Renault";"Scenic";"II";"4/5";1900;172000;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"Francja";"manualna"
47900;"CZK";8195,69;113;83;"Renault";"Espace";"";"4/5";1998;158800;"benzyna";1998;"czerwony-metallic";"";"";"manualna"
94900;"CZK";16237,39;101;74;"Ford";"Focus";"";"4/5";1596;137000;"benzyna";2003;"zielony-metallic";"";"";"manualna"
29900;"PLN";29900;120;88;"Renault";"Grand Espace";"";"4/5";1900;78000;"olej napedowy (diesel)";2006;"";"Polska";"";"manualna"
16800;"PLN";16800;80;59;"Renault";"Megane";"II";"4/5";1461;106565;"olej napedowy (diesel)";2003;"szary-metallic";"";"Austria";"manualna"
34600;"PLN";34600;125;92;"Ford";"S-Max";"";"4/5";1800;141000;"olej napedowy (diesel)";2007;"czarny-metallic";"";"";"manualna"
223900;"CZK";38309,29;140;103;"Opel";"Vectra";"";"4/5";1796;95460;"benzyna";2008;"czerwony";"";"Holandia";"manualna"
12990;"PLN";12990;70;51;"Opel";"Agila";"";"4/5";1248;138000;"olej napedowy (diesel)";2004;"";"Polska";"Niemcy";"manualna"
199165;"CZK";34077,1315;116;85;"Ford";"Mondeo";"";"4/5";1998;136000;"olej napedowy (diesel)";2009;"czerwony";"";"Niemcy";"manualna"
10500;"PLN";10500;116;85;"Ford";"Mondeo";"Mk3";"4/5";1998;183700;"olej napedowy (diesel)";2003;"zloty-metallic";"";"";"manualna"
5000;"PLN";5000;150;110;"Ford";"Windstar";"";"4/5";2979;161000;"benzyna";1998;"niebieski-metallic";"";"Niemcy";"automatyczna"
5600;"PLN";5600;131;96;"Ford";"Mondeo";"Mk2";"4/5";1988;NA;"benzyna";1998;"bordowy-metallic";"";"Niemcy";"manualna"
9900;"PLN";9900;175;129;"Ford";"Cougar";"";"2/3";2500;NA;"benzyna";1999;"srebrny-metallic";"Polska";"";"manualna"
8900;"PLN";8900;100;74;"Opel";"Vectra";"B";"4/5";1994;196700;"olej napedowy (diesel)";1999;"srebrny-metallic";"Polska";"Niemcy";"manualna"
9800;"PLN";9800;65;48;"Renault";"Clio";"II";"2/3";1461;117000;"olej napedowy (diesel)";2001;"bordowy-metallic";"Polska";"Niemcy";"manualna"
229000;"CZK";39181,9;109;80;"Ford";"Focus C-Max";"";"4/5";1560;85317;"olej napedowy (diesel)";2009;"niebieski-metallic";"";"";"manualna"
30900;"PLN";30900;68;50;"Ford";"Fusion";"";"4/5";1399;68374;"olej napedowy (diesel)";2009;"granatowy";"Polska";"Polska";"manualna"
2999;"EUR";13245,9832;115;85;"Ford";"Mondeo";"Mk4";"4/5";1560;10;"olej napedowy (diesel)";2011;"szary-metallic";"";"";"manualna"
1350;"PLN";1350;NA;NA;"Ford";"Mondeo";"Mk2";"4/5";1800;NA;"olej napedowy (diesel)";1997;"czerwony";"Polska";"";"manualna"
24700;"PLN";24700;100;74;"Ford";"Focus";"Mk2";"4/5";1596;77000;"benzyna";2006;"granatowy";"Polska";"Polska";"manualna"
21900;"PLN";21900;120;88;"Opel";"Vectra";"C";"4/5";1900;NA;"olej napedowy (diesel)";2006;"niebieski-metallic";"";"";"manualna"
4800;"PLN";4800;101;74;"Opel";"Vectra";"B";"4/5";1994;220000;"olej napedowy (diesel)";1997;"granatowy";"Polska";"Niemcy";"manualna"
7999;"PLN";7999;NA;NA;"Opel";"Astra";"II";"4/5";1686;198000;"olej napedowy (diesel)";2001;"czerwony";"Polska";"Holandia";"manualna"
24800;"PLN";24800;150;110;"Opel";"Vectra";"C";"4/5";1900;113000;"olej napedowy (diesel)";2006;"srebrny-metallic";"Polska";"Francja";"manualna"
7900;"PLN";7900;100;74;"Opel";"Astra";"II";"2/3";1995;NA;"olej napedowy (diesel)";2000;"wilniowy-metallic";"Polska";"";"manualna"
12500;"PLN";12500;130;96;"Ford";"Mondeo";"Mk3";"4/5";2000;209000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"";"manualna"
16900;"PLN";16900;101;74;"Opel";"Zafira";"A";"4/5";2000;176000;"olej napedowy (diesel)";2005;"bialy";"";"";"manualna"
5100;"PLN";5100;NA;NA;"Ford";"Focus";"Mk2";"4/5";1753;NA;"olej napedowy (diesel)";2005;"szary";"";"Wielka Brytania";"manualna"
21000;"PLN";21000;125;92;"Opel";"Zafira";"A";"4/5";2172;132000;"olej napedowy (diesel)";2004;"czarny-metallic";"Polska";"Niemcy";"manualna"
55900;"PLN";55900;140;103;"Ford";"Mondeo";"Mk4";"4/5";1997;113496;"olej napedowy (diesel)";2009;"zielony-metallic";"";"Niemcy";"automatyczna"
114000;"CZK";19505,4;75;55;"Ford";"Fiesta";"";"4/5";1242;78000;"benzyna";2006;"srebrny-metallic";"Czechy";"Niemcy";"manualna"
11000;"PLN";11000;100;74;"Opel";"Zafira";"A";"4/5";1600;128000;"benzyna";2001;"granatowy-metallic";"Polska";"Niemcy";"manualna"
26900;"PLN";26900;120;88;"Renault";"Scenic";"II";"4/5";1870;154000;"olej napedowy (diesel)";2007;"czarny-metallic";"Polska";"";"manualna"
30900;"PLN";30900;100;74;"Ford";"Focus";"Mk2";"4/5";1596;55000;"benzyna";2008;"czerwony";"Polska";"Polska";"manualna"
1500;"PLN";1500;NA;NA;"Renault";"19";"II";"4/5";1700;NA;"benzyna";1992;"";"";"";"manualna"
4100;"PLN";4100;NA;NA;"Opel";"Vectra";"C";"4/5";1995;NA;"olej napedowy (diesel)";2004;"srebrny";"";"Wielka Brytania";"manualna"
12900;"PLN";12900;100;74;"Ford";"Focus";"Mk2";"4/5";1596;160000;"benzyna";2002;"szary-metallic";"";"Niemcy";"manualna"
