"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"Celeron 787","Sandy Bridge","1-Core","Intel BGA1023","32 nm","1300 MHz","13.0x","unknown","64K / 256K / 1536K","17W","Jul 2011","INTEL","Mobile"
"Celeron 857","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1200 MHz","12.0x","unknown","64K / 256K / 2048K","17W","Jul 2011","INTEL","Mobile"
"Pentium B940","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2000 MHz","20.0x","unknown","64K / 256K / 2048K","35W","Jun 2011","INTEL","Mobile"
"Pentium B950","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 2048K","35W","Jun 2011","INTEL","Mobile"
"Pentium 957","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1200 MHz","12.0x","unknown","64K / 256K / 2048K","17W","Jun 2011","INTEL","Mobile"
"Celeron B710","Sandy Bridge","1-Core","Intel Socket G2 (988B)","32 nm","1600 MHz","16.0x","unknown","64K / 256K / 1536K","35W","Jun 2011","INTEL","Mobile"
"Celeron B800","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","1500 MHz","15.0x","unknown","64K / 256K / 2048K","35W","Jun 2011","INTEL","Mobile"
"Celeron 847","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1100 MHz","11.0x","unknown","64K / 256K / 2048K","17W","Jun 2011","INTEL","Mobile"
"Core i3-2330M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 3072K","35W","Jun 2011","INTEL","Mobile"
"Core i3-2330M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 3072K","35W","Jun 2011","INTEL","Mobile"
"Core i5-2557M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1700 MHz","17.0x","unknown","64K / 256K / 3072K","17W","Jun 2011","INTEL","Mobile"
"Core i5-2467M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1600 MHz","16.0x","unknown","64K / 256K / 3072K","17W","Jun 2011","INTEL","Mobile"
"Core i3-2330E","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 3072K","35W","Jun 2011","INTEL","Mobile"
"Core i3-2357M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1300 MHz","13.0x","unknown","64K / 256K / 3072K","17W","Jun 2011","INTEL","Mobile"
"Core i3-2340UE","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1300 MHz","13.0x","unknown","64K / 256K / 3072K","17W","Jun 2011","INTEL","Mobile"
"Atom Z650","Lincroft","1-Core","Intel BGA 518","45 nm","1200 MHz","12.0x","1.5 V","64K / 512K / 0K","3W","Apr 2011","INTEL","Mobile"
"Atom Z670","Lincroft","1-Core","Intel BGA 518","45 nm","1500 MHz","15.0x","1.5 V","64K / 512K / 0K","3W","Apr 2011","INTEL","Mobile"
"Celeron B810","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","1600 MHz","16.0x","unknown","64K / 256K / 2048K","35W","Mar 2011","INTEL","Mobile"
"Core i3-2312M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 3072K","35W","Mar 2011","INTEL","Mobile"
"Atom N570","Pineview","2-Core","Intel BGA 559","45 nm","1667 MHz","14.0x","1.175 V","64K / 512K / 0K","9W","Mar 2011","INTEL","Mobile"
"Core i5-2540M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2540M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2520M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2520M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i3-2310M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i3-2310M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2410M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2300 MHz","23.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2410M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2300 MHz","23.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2510E","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2515E","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Core i5-2537M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1400 MHz","14.0x","unknown","64K / 256K / 3072K","17W","Feb 2011","INTEL","Mobile"
"Core i3-2310E","Sandy Bridge","2-Core","Intel BGA1023","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 3072K","35W","Feb 2011","INTEL","Mobile"
"Pentium P6300","Arrandale","2-Core","Intel Socket G1","32 nm","2266 MHz","17.0x","unknown","64K / 256K / 3072K","35W","Jan 2011","INTEL","Mobile"
"Pentium U5600","Arrandale","2-Core","Intel BGA1288","32 nm","1333 MHz","10.0x","unknown","64K / 256K / 3072K","18W","Jan 2011","INTEL","Mobile"
"Core i7-2630QM","Sandy Bridge","4-Core","Intel Socket G2 (988B)","32 nm","2000 MHz","20.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2635QM","Sandy Bridge","4-Core","Intel BGA1224","32 nm","2000 MHz","20.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2720QM","Sandy Bridge","4-Core","Intel BGA1224","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2720QM","Sandy Bridge","4-Core","Intel Socket G2 (988B)","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2820QM","Sandy Bridge","4-Core","Intel BGA1224","32 nm","2300 MHz","23.0x","unknown","64K / 256K / 8192K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2820QM","Sandy Bridge","4-Core","Intel Socket G2 (988B)","32 nm","2300 MHz","23.0x","unknown","64K / 256K / 8192K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2920XM","Sandy Bridge","4-Core","Intel Socket G2 (988B)","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 8192K","55W","Jan 2011","INTEL","Mobile"
"Core i7-2710QE","Sandy Bridge","4-Core","Intel Socket G2 (988B)","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Core i7-2715QE","Sandy Bridge","4-Core","Intel BGA1023","32 nm","2100 MHz","21.0x","unknown","64K / 256K / 6144K","45W","Jan 2011","INTEL","Mobile"
"Atom E625C","Stellarton","1-Core","Intel BGA1466","45 nm","600 MHz","6.0x","1.175 V","64K / 512K / 0K","3W","Nov 2010","INTEL","Mobile"
"Atom E625CT","Stellarton","1-Core","Intel BGA1466","45 nm","600 MHz","6.0x","1.175 V","64K / 512K / 0K","3W","Nov 2010","INTEL","Mobile"
"Atom E645C","Stellarton","1-Core","Intel BGA1466","45 nm","1000 MHz","10.0x","1.175 V","64K / 512K / 0K","4W","Nov 2010","INTEL","Mobile"
"Atom E645CT","Stellarton","1-Core","Intel BGA1466","45 nm","1000 MHz","10.0x","1.175 V","64K / 512K / 0K","4W","Nov 2010","INTEL","Mobile"
"Atom E665C","Stellarton","1-Core","Intel BGA1466","45 nm","1300 MHz","13.0x","1.175 V","64K / 512K / 0K","4W","Nov 2010","INTEL","Mobile"
"Atom E665CT","Stellarton","1-Core","Intel BGA1466","45 nm","1300 MHz","13.0x","1.175 V","64K / 512K / 0K","7W","Nov 2010","INTEL","Mobile"
"Pentium P6100","Arrandale","2-Core","Intel Socket G1","32 nm","2000 MHz","15.0x","unknown","64K / 256K / 3072K","35W","Sep 2010","INTEL","Mobile"
"Pentium P6200","Arrandale","2-Core","Intel Socket G1","32 nm","2133 MHz","16.0x","unknown","64K / 256K / 3072K","35W","Sep 2010","INTEL","Mobile"
"Atom E620","Tunnel Creek","1-Core","Intel BGA 676","45 nm","600 MHz","6.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E620T","Tunnel Creek","1-Core","Intel BGA 676","45 nm","600 MHz","6.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E640","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1000 MHz","10.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E640T","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1000 MHz","10.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E660","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1300 MHz","13.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E660T","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1300 MHz","13.0x","1.175 V","64K / 512K / 0K","3W","Sep 2010","INTEL","Mobile"
"Atom E680","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1600 MHz","16.0x","1.175 V","64K / 512K / 0K","4W","Sep 2010","INTEL","Mobile"
"Atom E680T","Tunnel Creek","1-Core","Intel BGA 676","45 nm","1600 MHz","16.0x","1.175 V","64K / 512K / 0K","4W","Sep 2010","INTEL","Mobile"
"Core i7-640M","Arrandale","2-Core","Intel Socket G1","32 nm","2800 MHz","21.0x","unknown","64K / 256K / 4096K","35W","Sep 2010","INTEL","Mobile"
"Core i7-640M","Arrandale","2-Core","Intel BGA1288","32 nm","2800 MHz","21.0x","unknown","64K / 256K / 4096K","35W","Sep 2010","INTEL","Mobile"
"Atom N550","Pineview","2-Core","Intel BGA 559","45 nm","1500 MHz","13.0x","1.175 V","64K / 512K / 0K","9W","Aug 2010","INTEL","Mobile"
"Atom D425","Pineview","1-Core","Intel BGA 437","45 nm","1834 MHz","14.0x","1.175 V","64K / 512K / 0K","10W","Jun 2010","INTEL","Mobile"
"Atom D525","Pineview","2-Core","Intel BGA 437","45 nm","1834 MHz","14.0x","1.175 V","64K / 512K / 0K","13W","Jun 2010","INTEL","Mobile"
"Pentium P6000","Arrandale","2-Core","Intel Socket G1","32 nm","1877 MHz","14.0x","unknown","64K / 256K / 3072K","35W","Jun 2010","INTEL","Mobile"
"Atom Z560","Silverthorne","1-Core","Intel BGA 441","45 nm","2133 MHz","16.0x","1.1 V","64K / 512K / 0K","2W","Jun 2010","INTEL","Mobile"
"Atom N455","Pineview","1-Core","Intel BGA 559","45 nm","1667 MHz","14.0x","1.175 V","64K / 512K / 0K","7W","Jun 2010","INTEL","Mobile"
"Atom N475","Pineview","1-Core","Intel BGA 559","45 nm","1834 MHz","15.0x","1.175 V","64K / 512K / 0K","7W","Jun 2010","INTEL","Mobile"
"Pentium U5400","Arrandale","2-Core","Intel BGA1288","32 nm","1200 MHz","9.0x","unknown","64K / 256K / 3072K","18W","May 2010","INTEL","Mobile"
"Atom Z600","Lincroft","1-Core","Intel BGA 518","45 nm","1200 MHz","12.0x","1.1 V","64K / 512K / 0K","1W","May 2010","INTEL","Mobile"
"Atom Z605","Lincroft","1-Core","Intel BGA 518","45 nm","1000 MHz","10.0x","1.1 V","64K / 512K / 0K","2W","May 2010","INTEL","Mobile"
"Atom Z610","Lincroft","1-Core","Intel BGA 518","45 nm","800 MHz","8.0x","1.1 V","64K / 512K / 0K","1W","May 2010","INTEL","Mobile"
"Atom Z612","Lincroft","1-Core","Intel BGA 518","45 nm","900 MHz","9.0x","1.1 V","64K / 512K / 0K","1W","May 2010","INTEL","Mobile"
"Atom Z615","Lincroft","1-Core","Intel BGA 518","45 nm","1600 MHz","16.0x","1.1 V","64K / 512K / 0K","2W","May 2010","INTEL","Mobile"
"Atom Z620","Lincroft","1-Core","Intel BGA 518","45 nm","900 MHz","9.0x","1.1 V","64K / 512K / 0K","1W","May 2010","INTEL","Mobile"
"Atom Z625","Lincroft","1-Core","Intel BGA 518","45 nm","1900 MHz","19.0x","1.1 V","64K / 512K / 0K","2W","May 2010","INTEL","Mobile"
"Atom N470","Pineview","1-Core","Intel BGA 559","45 nm","1834 MHz","15.0x","1.175 V","64K / 512K / 0K","7W","Mar 2010","INTEL","Mobile"
"Atom D410","Pineview","1-Core","Intel BGA 437","45 nm","1667 MHz","12.0x","1.175 V","64K / 512K / 0K","10W","Jan 2010","INTEL","Mobile"
"Pentium Dual-Core T4500","Penryn","2-Core","Intel Socket P","45 nm","2300 MHz","11.5x","1.15 V","64K / 1024K / 0K","35W","Jan 2010","INTEL","Mobile"
"Core i7-620M","Arrandale","2-Core","Intel BGA1288","32 nm","2677 MHz","20.0x","unknown","64K / 256K / 4096K","35W","Jan 2010","INTEL","Mobile"
"Core i7-620M","Arrandale","2-Core","Intel Socket G1","32 nm","2677 MHz","20.0x","unknown","64K / 256K / 4096K","35W","Jan 2010","INTEL","Mobile"
"Atom D510","Pineview","2-Core","Intel BGA 437","45 nm","1667 MHz","12.0x","1.175 V","64K / 512K / 0K","13W","Dec 2009","INTEL","Mobile"
"Atom N450","Pineview","1-Core","Intel BGA 559","45 nm","1667 MHz","14.0x","1.175 V","64K / 512K / 0K","6W","Dec 2009","INTEL","Mobile"
"Pentium Dual-Core T4400","Penryn","2-Core","Intel Socket P","45 nm","2200 MHz","11.0x","1.15 V","64K / 1024K / 0K","35W","Dec 2009","INTEL","Mobile"
"Atom CE4100","Sodaville","1-Core","Intel BGA 951","45 nm","1200 MHz","12.0x","1.1625 V","64K / 512K / 0K","7W","Sep 2009","INTEL","Mobile"
"Atom CE4130","Sodaville","1-Core","Intel BGA 951","45 nm","1200 MHz","12.0x","1.1625 V","64K / 512K / 0K","7W","Sep 2009","INTEL","Mobile"
"Atom CE4150","Sodaville","1-Core","Intel BGA 951","45 nm","1200 MHz","12.0x","1.1625 V","64K / 512K / 0K","7W","Sep 2009","INTEL","Mobile"
"Pentium SU4100","Penryn","2-Core","Intel BGA 956","45 nm","1300 MHz","6.5x","1.15 V","64K / 2048K / 0K","10W","Sep 2009","INTEL","Mobile"
"Pentium SU2700","Penryn","1-Core","Intel BGA 956","45 nm","1300 MHz","6.5x","1.15 V","64K / 2048K / 0K","10W","Jun 2009","INTEL","Mobile"
"Atom Z515","Silverthorne","1-Core","Intel BGA 441","45 nm","1200 MHz","12.0x","1.1 V","64K / 512K / 0K","1W","Apr 2009","INTEL","Mobile"
"Atom Z550","Silverthorne","1-Core","Intel BGA 441","45 nm","2000 MHz","15.0x","1.1 V","64K / 512K / 0K","2W","Apr 2009","INTEL","Mobile"
"Pentium Dual-Core T4300","Penryn","2-Core","Intel Socket P","45 nm","2100 MHz","10.5x","1.15 V","64K / 1024K / 0K","35W","Apr 2009","INTEL","Mobile"
"Core 2 Solo ULV SU3500","Penryn-L","1-Core","Intel BGA 956","45 nm","1400 MHz","7.0x","1.15 V","64K / 3072K / 0K","5W","Mar 2009","INTEL","Mobile"
"Atom Z510P","Silverthorne","1-Core","Intel BGA 437","45 nm","1100 MHz","11.0x","1.1 V","64K / 512K / 0K","2W","Mar 2009","INTEL","Mobile"
"Atom Z510PT","Silverthorne","1-Core","Intel BGA 437","45 nm","1100 MHz","11.0x","1.1 V","64K / 512K / 0K","2W","Mar 2009","INTEL","Mobile"
"Atom Z520PT","Silverthorne","1-Core","Intel BGA 437","45 nm","1334 MHz","10.0x","1.1 V","64K / 512K / 0K","2W","Mar 2009","INTEL","Mobile"
"Atom Z530P","Silverthorne","1-Core","Intel BGA 437","45 nm","1600 MHz","12.0x","1.1 V","64K / 512K / 0K","2W","Mar 2009","INTEL","Mobile"
"Pentium Dual-Core T4200","Penryn","2-Core","Intel Socket P","45 nm","2000 MHz","10.0x","1.15 V","64K / 1024K / 0K","35W","Jan 2009","INTEL","Mobile"
"Core 2 Quad Q9100","Penryn QC","4-Core","Intel Socket P","45 nm","2267 MHz","8.5x","1.175 V","64K / 6144K / 0K","45W","Aug 2008","INTEL","Mobile"
"Core 2 Extreme QX9300","Penryn QC XE","4-Core","Intel Socket P","45 nm","2534 MHz","9.5x","1.175 V","64K / 6144K / 0K","45W","Aug 2008","INTEL","Mobile"
"Core 2 Extreme X9100","Penryn XE","2-Core","Intel Socket P","45 nm","3067 MHz","11.5x","1.15 V","64K / 6144K / 0K","44W","Jul 2008","INTEL","Mobile"
"Atom 230","Diamondville","1-Core","Intel BGA 437","45 nm","1600 MHz","12.0x","1.1625 V","64K / 512K / 0K","4W","Jun 2008","INTEL","Mobile"
"Atom 330","Diamondville","2-Core","Intel BGA 437","45 nm","1600 MHz","12.0x","1.1625 V","64K / 512K / 0K","8W","Jun 2008","INTEL","Mobile"
"Atom N270","Diamondville","1-Core","Intel BGA 437","45 nm","1600 MHz","12.0x","1.1625 V","64K / 512K / 0K","3W","Jun 2008","INTEL","Mobile"
"Atom N280","Diamondville","1-Core","Intel BGA 437","45 nm","1667 MHz","10.0x","1.1625 V","64K / 512K / 0K","3W","Jun 2008","INTEL","Mobile"
"Core 2 Solo ULV SU3300","Penryn-L","1-Core","Intel BGA 956","45 nm","1200 MHz","6.0x","1.15 V","64K / 3072K / 0K","5W","May 2008","INTEL","Mobile"
"Atom Z500","Silverthorne","1-Core","Intel BGA 441","45 nm","800 MHz","8.0x","1.1 V","64K / 512K / 0K","1W","Apr 2008","INTEL","Mobile"
"Atom Z510","Silverthorne","1-Core","Intel BGA 441","45 nm","1100 MHz","11.0x","1.1 V","64K / 512K / 0K","2W","Apr 2008","INTEL","Mobile"
"Atom Z520","Silverthorne","1-Core","Intel BGA 441","45 nm","1334 MHz","10.0x","1.1 V","64K / 512K / 0K","2W","Apr 2008","INTEL","Mobile"
"Atom Z530","Silverthorne","1-Core","Intel BGA 441","45 nm","1600 MHz","12.0x","1.1 V","64K / 512K / 0K","2W","Apr 2008","INTEL","Mobile"
"Atom Z540","Silverthorne","1-Core","Intel BGA 441","45 nm","1867 MHz","14.0x","1.1 V","64K / 512K / 0K","2W","Apr 2008","INTEL","Mobile"
"Core 2 Duo U7700","Merom","2-Core","Intel Socket P","65 nm","1333 MHz","10.0x","0.975 V","64K / 2048K / 0K","10W","Feb 2008","INTEL","Mobile"
"Core 2 Duo U7500","Merom","2-Core","Intel Socket P","65 nm","1073 MHz","8.0x","0.975 V","64K / 2048K / 0K","10W","Feb 2008","INTEL","Mobile"
"Core 2 Duo U7700","Merom","2-Core","Intel Socket M","65 nm","1333 MHz","10.0x","0.975 V","64K / 2048K / 0K","10W","Dec 2007","INTEL","Mobile"
"Core 2 Duo T7800","Merom","2-Core","Intel Socket P","65 nm","2600 MHz","13.0x","1.3 V","64K / 4096K / 0K","35W","Sep 2007","INTEL","Mobile"
"Core 2 Duo T7250","Merom","2-Core","Intel Socket P","65 nm","2000 MHz","10.0x","1.175 V","64K / 2048K / 0K","35W","Sep 2007","INTEL","Mobile"
"Core 2 Solo ULV U2100","Merom-L","1-Core","Intel BGA 956","65 nm","1067 MHz","8.0x","1 V","64K / 1024K / 0K","5W","Sep 2007","INTEL","Mobile"
"Core 2 Solo ULV U2200","Merom-L","1-Core","Intel BGA 956","65 nm","1200 MHz","9.0x","1 V","64K / 1024K / 0K","5W","Sep 2007","INTEL","Mobile"
"Core 2 Extreme X7900","Merom XE","2-Core","Intel Socket P","65 nm","2800 MHz","14.0x","1.3 V","64K / 4096K / 0K","44W","Aug 2007","INTEL","Mobile"
"A100","Stealey","1-Core","Intel BGA 437","90 nm","600 MHz","6.0x","1.175 V","64K / 512K / 0K","3W","Jun 2007","INTEL","Mobile"
"A110","Stealey","1-Core","Intel BGA 437","90 nm","800 MHz","8.0x","1.175 V","64K / 512K / 0K","3W","Jun 2007","INTEL","Mobile"
"Core 2 Duo T7100","Merom","2-Core","Intel Socket P","65 nm","1800 MHz","9.0x","1.175 V","64K / 2048K / 0K","35W","May 2007","INTEL","Mobile"
"Core 2 Duo T7500","Merom","2-Core","Intel Socket P","65 nm","2200 MHz","11.0x","1.3 V","64K / 4096K / 0K","35W","May 2007","INTEL","Mobile"
"Core 2 Duo T7700","Merom","2-Core","Intel Socket P","65 nm","2400 MHz","12.0x","1.3 V","64K / 4096K / 0K","35W","May 2007","INTEL","Mobile"
"Core 2 Duo U7600","Merom","2-Core","Intel Socket P","65 nm","1200 MHz","9.0x","0.975 V","64K / 2048K / 0K","10W","Apr 2007","INTEL","Mobile"
"Core 2 Duo U7600","Merom","2-Core","Intel Socket M","65 nm","1200 MHz","9.0x","0.975 V","64K / 2048K / 0K","10W","Apr 2007","INTEL","Mobile"
"Core 2 Duo U7500","Merom","2-Core","Intel Socket M","65 nm","1073 MHz","8.0x","0.975 V","64K / 2048K / 0K","10W","Apr 2007","INTEL","Mobile"
"Core 2 Duo T7600G","Merom","2-Core","Intel Socket M","65 nm","2333 MHz","14.0x","1.3 V","64K / 4096K / 0K","35W","Dec 2006","INTEL","Mobile"
"Core Duo LV L2500","Yonah","2-Core","Intel Socket 479","65 nm","1833 MHz","11.0x","1.212 V","0K / 2048K / 0K","15W","Sep 2006","INTEL","Mobile"
"Core Duo ULV L2400","Yonah","2-Core","Intel Socket 479","65 nm","1066 MHz","8.0x","unknown","0K / 2048K / 0K","9W","Sep 2006","INTEL","Mobile"
"Core 2 Duo T7600","Merom","2-Core","Intel Socket 479","65 nm","2333 MHz","14.0x","1.3 V","64K / 4096K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T7200","Merom","2-Core","Intel Socket 479","65 nm","2000 MHz","12.0x","1.3 V","64K / 4096K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T7400","Merom","2-Core","Intel Socket 479","65 nm","2166 MHz","13.0x","1.3 V","64K / 4096K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T5600","Merom","2-Core","Intel Socket 479","65 nm","1833 MHz","11.0x","1.3 V","64K / 2048K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T5500","Merom","2-Core","Intel Socket M","65 nm","1667 MHz","10.0x","1.3 V","64K / 2048K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T5200","Merom","2-Core","Intel Socket 479","65 nm","1600 MHz","12.0x","1.3 V","64K / 2048K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core 2 Duo T7300","Merom","2-Core","Intel Socket 479","65 nm","2000 MHz","12.0x","1.3 V","64K / 4096K / 0K","35W","Jul 2006","INTEL","Mobile"
"Core Duo T2700","Yonah","2-Core","Intel Socket 479","65 nm","2333 MHz","14.0x","1.325 V","0K / 2048K / 0K","31W","Jun 2006","INTEL","Mobile"
"Core Duo ULV L2500","Yonah","2-Core","Intel Socket 479","65 nm","1200 MHz","9.0x","unknown","0K / 2048K / 0K","9W","Jun 2006","INTEL","Mobile"
"Core Duo T2250","Yonah","2-Core","Intel Socket 479","65 nm","1733 MHz","13.0x","1.31 V","0K / 2048K / 0K","31W","May 2006","INTEL","Mobile"
"Core Solo ULV U1300","Yonah","1-Core","Intel Socket 479","65 nm","1066 MHz","8.0x","unknown","64K / 2048K / 0K","5W","Apr 2006","INTEL","Mobile"
"Core Solo ULV U1400","Yonah","1-Core","Intel Socket 479","65 nm","1200 MHz","9.0x","unknown","64K / 2048K / 0K","5W","Apr 2006","INTEL","Mobile"
"Core Solo T1300","Yonah","1-Core","Intel Socket 479","65 nm","1660 MHz","10.0x","1.325 V","64K / 2048K / 0K","27W","Jan 2006","INTEL","Mobile"
"Core Duo T2300","Yonah","2-Core","Intel Socket 479","65 nm","1660 MHz","10.0x","1.325 V","0K / 2048K / 0K","31W","Jan 2006","INTEL","Mobile"
"Core Duo T2400","Yonah","2-Core","Intel Socket 479","65 nm","1826 MHz","11.0x","1.325 V","0K / 2048K / 0K","31W","Jan 2006","INTEL","Mobile"
"Core Duo T2600","Yonah","2-Core","Intel Socket 479","65 nm","2166 MHz","13.0x","1.325 V","0K / 2048K / 0K","31W","Jan 2006","INTEL","Mobile"
"Core Duo T2500","Yonah","2-Core","Intel Socket 479","65 nm","1992 MHz","12.0x","1.325 V","0K / 2048K / 0K","31W","Jan 2006","INTEL","Mobile"
"Core Solo T1200","Yonah","1-Core","Intel Socket 479","65 nm","1500 MHz","9.0x","1.325 V","64K / 2048K / 0K","27W","Jan 2006","INTEL","Mobile"
"Core Solo T1350","Yonah","1-Core","Intel Socket 479","65 nm","1866 MHz","14.0x","1.325 V","64K / 2048K / 0K","27W","Jan 2006","INTEL","Mobile"
"Core Solo T1400","Yonah","1-Core","Intel Socket 479","65 nm","1833 MHz","11.0x","1.325 V","64K / 2048K / 0K","27W","Jan 2006","INTEL","Mobile"
"Core Duo LV L2300","Yonah","2-Core","Intel Socket 479","65 nm","1500 MHz","9.0x","1.212 V","0K / 2048K / 0K","15W","Jan 2006","INTEL","Mobile"
"Core Duo LV L2400","Yonah","2-Core","Intel Socket 479","65 nm","1666 MHz","10.0x","1.212 V","0K / 2048K / 0K","15W","Jan 2006","INTEL","Mobile"
"Pentium M 780","Dothan","1-Core","Intel Socket 479","90 nm","2260 MHz","17.0x","1.375 V","32K / 2048K / 0K","27W","Jul 2005","INTEL","Mobile"
"Core Duo T2050","Yonah","2-Core","Intel Socket 479","65 nm","1600 MHz","12.0x","1.31 V","0K / 2048K / 0K","31W","May 2005","INTEL","Mobile"
"Pentium M 770","Dothan","1-Core","Intel Socket 479","90 nm","2130 MHz","16.0x","1.375 V","32K / 2048K / 0K","27W","Jan 2005","INTEL","Mobile"
"Pentium M 760","Dothan","1-Core","Intel Socket 479","90 nm","2000 MHz","15.0x","1.375 V","32K / 2048K / 0K","27W","Jan 2005","INTEL","Mobile"
"Pentium M 750","Dothan","1-Core","Intel Socket 479","90 nm","1860 MHz","14.0x","1.375 V","32K / 2048K / 0K","27W","Jan 2005","INTEL","Mobile"
"Pentium M 740","Dothan","1-Core","Intel Socket 479","90 nm","1730 MHz","13.0x","1.375 V","32K / 2048K / 0K","27W","Jan 2005","INTEL","Mobile"
"Pentium M 730","Dothan","1-Core","Intel Socket 479","90 nm","1600 MHz","12.0x","1.375 V","32K / 2048K / 0K","27W","Jan 2005","INTEL","Mobile"
"Mobile Pentium 4 HT 552","Prescott","1-Core","Intel Socket 478","90 nm","3467 MHz","26.0x","1.4 V","8K / 1024K / 0K","88W","Jan 2005","INTEL","Mobile"
"Pentium M 765","Dothan","1-Core","Intel Socket 479","90 nm","2100 MHz","21.0x","1.34 V","32K / 2048K / 0K","21W","Oct 2004","INTEL","Mobile"
"Mobile Pentium 4 HT 548","Prescott","1-Core","Intel Socket 478","90 nm","3334 MHz","25.0x","1.4 V","8K / 1024K / 0K","88W","Sep 2004","INTEL","Mobile"
